date,season,team,opponent,runs_for,runs_against,is_home,win,run_diff
2020-07-24,2020,TOR,TBR,6.0,4.0,0,1,2.0
2020-07-25,2020,TOR,TBR,1.0,4.0,0,0,-3.0
2020-07-26,2020,TOR,TBR,5.0,6.0,0,0,-1.0
2020-07-27,2020,TOR,WSN,4.0,1.0,0,1,3.0
2020-07-28,2020,TOR,WSN,5.0,1.0,0,1,4.0
2020-07-29,2020,TOR,WSN,0.0,4.0,0,0,-4.0
2020-07-30,2020,TOR,WSN,4.0,6.0,0,0,-2.0
2020-08-04,2020,TOR,ATL,1.0,10.0,0,0,-9.0
2020-08-05,2020,TOR,ATL,2.0,1.0,0,1,1.0
2020-08-06,2020,TOR,ATL,3.0,4.0,0,0,-1.0
2020-08-07,2020,TOR,BOS,3.0,5.0,0,0,-2.0
2020-08-08,2020,TOR,BOS,2.0,1.0,0,1,1.0
2020-08-09,2020,TOR,BOS,3.0,5.0,0,0,-2.0
2020-08-11,2020,TOR,MIA,5.0,4.0,1,1,1.0
2020-08-12,2020,TOR,MIA,11.0,14.0,1,0,-3.0
2020-08-14,2020,TOR,TBR,12.0,4.0,1,1,8.0
2020-08-15,2020,TOR,TBR,2.0,3.0,1,0,-1.0
2020-08-16,2020,TOR,TBR,5.0,7.0,1,0,-2.0
2020-08-17,2020,TOR,BAL,7.0,2.0,0,1,5.0
2020-08-18,2020,TOR,BAL,8.0,7.0,0,1,1.0
2020-08-19,2020,TOR,BAL,5.0,2.0,0,1,3.0
2020-08-21,2020,TOR,TBR,6.0,5.0,0,1,1.0
2020-08-22,2020,TOR,TBR,1.0,2.0,0,0,-1.0
2020-08-23,2020,TOR,TBR,4.0,5.0,0,0,-1.0
2020-08-24,2020,TOR,TBR,6.0,4.0,0,1,2.0
2020-08-25,2020,TOR,BOS,7.0,9.0,1,0,-2.0
2020-08-26,2020,TOR,BOS,9.0,1.0,1,1,8.0
2020-08-28,2020,TOR,BAL,5.0,4.0,1,1,1.0
2020-08-29,2020,TOR,BAL,5.0,0.0,1,1,5.0
2020-08-30,2020,TOR,BAL,6.0,5.0,1,1,1.0
2020-08-31,2020,TOR,BAL,3.0,4.0,1,0,-1.0
2020-09-01,2020,TOR,MIA,2.0,3.0,0,0,-1.0
2020-09-02,2020,TOR,MIA,2.0,1.0,0,1,1.0
2020-09-03,2020,TOR,BOS,6.0,2.0,0,1,4.0
2020-09-05,2020,TOR,BOS,8.0,9.0,0,0,-1.0
2020-09-06,2020,TOR,BOS,10.0,8.0,0,1,2.0
2020-09-07,2020,TOR,NYY,12.0,7.0,1,1,5.0
2020-09-08,2020,TOR,NYY,2.0,1.0,1,1,1.0
2020-09-09,2020,TOR,NYY,2.0,7.0,1,0,-5.0
2020-09-11,2020,TOR,NYM,1.0,18.0,1,0,-17.0
2020-09-12,2020,TOR,NYM,3.0,2.0,1,1,1.0
2020-09-13,2020,TOR,NYM,7.0,3.0,1,1,4.0
2020-09-15,2020,TOR,NYY,6.0,20.0,0,0,-14.0
2020-09-16,2020,TOR,NYY,2.0,13.0,0,0,-11.0
2020-09-17,2020,TOR,NYY,7.0,10.0,0,0,-3.0
2020-09-19,2020,TOR,PHI,1.0,3.0,0,0,-2.0
2020-09-20,2020,TOR,PHI,6.0,3.0,0,1,3.0
2020-09-21,2020,TOR,NYY,11.0,5.0,1,1,6.0
2020-09-22,2020,TOR,NYY,1.0,12.0,1,0,-11.0
2020-09-23,2020,TOR,NYY,14.0,1.0,1,1,13.0
2020-09-24,2020,TOR,NYY,4.0,1.0,1,1,3.0
2020-09-25,2020,TOR,BAL,10.0,5.0,1,1,5.0
2020-09-26,2020,TOR,BAL,5.0,2.0,1,1,3.0
